Cidade,Área,Quartos,Banheiros,Garagem,Andar,Animal,Mobília
São Paulo,89,2,2,2,8,acept,furnished
São Paulo,240,3,3,5,1,acept,not furnished
São Paulo,106,3,2,0,6,acept,not furnished
São Paulo,80,2,1,1,18,not acept,not furnished
São Paulo,22,1,1,1,25,acept,not furnished
São Paulo,141,4,3,2,3,acept,not furnished
São Paulo,340,4,6,6,-,acept,furnished
São Paulo,105,4,2,2,3,acept,not furnished
São Paulo,70,3,1,1,2,acept,not furnished
São Paulo,200,3,2,1,8,acept,not furnished
Campinas,62,2,1,0,1,acept,not furnished
São Paulo,74,2,3,2,24,acept,not furnished
Rio de Janeiro,333,5,4,3,5,acept,not furnished
São Paulo,250,4,2,5,-,acept,not furnished
São Paulo,70,1,1,1,10,acept,furnished
Rio de Janeiro,120,3,2,2,1,acept,furnished
Porto Alegre,35,1,1,0,1,acept,not furnished
Rio de Janeiro,67,2,1,0,4,acept,not furnished
São Paulo,220,4,3,4,11,acept,furnished
Campinas,80,3,2,2,17,acept,not furnished
São Paulo,57,1,1,1,5,acept,not furnished
Porto Alegre,100,2,2,2,-,acept,not furnished
Rio de Janeiro,60,1,1,0,5,acept,not furnished
Campinas,87,3,2,1,12,acept,furnished
São Paulo,530,4,4,6,-,acept,not furnished
São Paulo,35,1,1,0,-,acept,not furnished
São Paulo,140,3,2,2,-,acept,not furnished
São Paulo,45,2,2,0,-,not acept,not furnished
São Paulo,70,1,1,1,12,acept,furnished
São Paulo,140,3,3,1,1,acept,not furnished
Belo Horizonte,80,3,2,1,7,acept,not furnished
São Paulo,50,1,1,0,-,not acept,not furnished
São Paulo,108,3,2,2,12,not acept,not furnished
São Paulo,60,3,1,1,15,acept,furnished
São Paulo,30,1,1,1,14,not acept,furnished
São Paulo,110,3,3,2,2,acept,furnished
Rio de Janeiro,70,2,1,1,5,acept,furnished
São Paulo,360,3,5,4,22,acept,not furnished
Campinas,348,3,3,3,-,acept,not furnished
São Paulo,270,3,4,3,10,acept,not furnished
Rio de Janeiro,86,2,2,1,1,not acept,furnished
São Paulo,100,3,4,2,6,not acept,not furnished
São Paulo,30,1,1,1,10,acept,furnished
São Paulo,146,3,4,3,20,acept,furnished
Belo Horizonte,100,3,3,1,1,acept,not furnished
Rio de Janeiro,185,3,2,1,3,acept,not furnished
São Paulo,300,3,5,2,7,acept,not furnished
São Paulo,120,3,4,0,-,acept,not furnished
São Paulo,195,3,3,2,-,acept,not furnished
São Paulo,110,1,3,2,6,acept,not furnished
São Paulo,210,3,3,3,17,acept,not furnished
Campinas,400,4,6,3,-,acept,not furnished
Belo Horizonte,42,2,1,1,4,acept,not furnished
Belo Horizonte,180,3,1,0,-,acept,not furnished
Campinas,329,4,2,2,9,acept,not furnished
São Paulo,44,1,1,0,1,acept,not furnished
Belo Horizonte,28,1,1,1,-,not acept,furnished
Rio de Janeiro,90,3,2,1,2,not acept,furnished
São Paulo,90,2,1,0,2,acept,not furnished
São Paulo,200,2,1,0,-,acept,not furnished
Porto Alegre,240,3,4,3,-,acept,not furnished
Porto Alegre,55,2,1,0,19,acept,not furnished
Belo Horizonte,90,3,2,0,8,not acept,not furnished
São Paulo,85,3,1,2,6,acept,not furnished
São Paulo,255,4,4,3,13,acept,furnished
São Paulo,280,5,2,1,-,acept,not furnished
Rio de Janeiro,32,1,1,0,8,acept,not furnished
Belo Horizonte,29,1,1,0,1,not acept,not furnished
São Paulo,48,1,1,1,15,acept,furnished
Campinas,170,3,2,2,-,acept,not furnished
Belo Horizonte,45,1,1,1,3,not acept,furnished
Campinas,341,4,6,4,-,acept,not furnished
Porto Alegre,80,2,2,0,-,acept,furnished
Rio de Janeiro,153,3,2,1,2,acept,not furnished
Rio de Janeiro,120,3,2,1,2,acept,not furnished
São Paulo,33,1,1,0,3,acept,not furnished
São Paulo,180,4,4,2,10,acept,not furnished
Campinas,84,3,1,1,3,acept,not furnished
São Paulo,73,3,2,1,12,acept,not furnished
São Paulo,50,1,2,1,9,not acept,furnished
São Paulo,40,1,1,1,5,not acept,not furnished
São Paulo,216,3,4,4,7,acept,furnished
São Paulo,44,1,1,1,8,acept,not furnished
Belo Horizonte,120,3,2,2,1,not acept,not furnished
Porto Alegre,150,3,3,2,10,acept,furnished
São Paulo,136,3,2,3,12,acept,furnished
Porto Alegre,54,1,1,0,2,acept,not furnished
São Paulo,100,2,1,1,5,acept,furnished
São Paulo,50,2,1,1,1,acept,not furnished
Campinas,60,2,1,0,-,not acept,not furnished
Rio de Janeiro,125,3,2,1,5,acept,furnished
Rio de Janeiro,28,1,1,0,1,acept,not furnished
Porto Alegre,78,2,1,0,3,acept,not furnished
Porto Alegre,46,1,1,0,6,acept,not furnished
São Paulo,35,1,1,1,8,not acept,furnished
São Paulo,104,3,2,2,2,acept,not furnished
São Paulo,215,3,3,2,1,not acept,furnished
Campinas,100,3,2,2,-,acept,not furnished
Belo Horizonte,30,1,1,1,-,not acept,not furnished
Porto Alegre,43,1,1,0,3,acept,furnished
São Paulo,234,3,4,3,13,acept,not furnished
São Paulo,37,1,1,0,4,acept,furnished
São Paulo,50,2,1,0,1,acept,not furnished
Rio de Janeiro,71,2,2,1,12,acept,furnished
São Paulo,118,3,3,2,17,acept,furnished
Campinas,122,3,2,1,4,acept,not furnished
Rio de Janeiro,58,2,2,1,3,acept,not furnished
São Paulo,270,3,3,2,-,acept,not furnished
Porto Alegre,90,3,2,2,9,acept,not furnished
São Paulo,400,4,3,3,-,acept,not furnished
Campinas,155,3,3,2,-,acept,not furnished
Rio de Janeiro,85,2,1,0,8,acept,furnished
São Paulo,280,4,4,4,1,acept,furnished
Rio de Janeiro,30,1,1,0,8,acept,furnished
São Paulo,54,1,2,0,7,acept,not furnished
Porto Alegre,25,1,1,0,8,acept,not furnished
Belo Horizonte,176,4,2,2,-,acept,not furnished
São Paulo,570,4,6,4,-,acept,not furnished
Belo Horizonte,95,2,2,1,10,acept,not furnished
São Paulo,30,1,1,0,4,acept,not furnished
São Paulo,250,3,4,3,-,acept,not furnished
São Paulo,98,3,3,2,-,acept,not furnished
Belo Horizonte,68,2,2,2,3,acept,not furnished
São Paulo,83,3,2,2,7,acept,not furnished
Belo Horizonte,70,2,2,2,6,acept,not furnished
Belo Horizonte,50,2,1,1,3,acept,not furnished
São Paulo,480,4,5,3,-,acept,not furnished
São Paulo,250,3,2,8,-,acept,not furnished
São Paulo,191,4,3,3,13,not acept,not furnished
São Paulo,140,3,3,3,7,not acept,not furnished
São Paulo,49,1,1,1,5,acept,not furnished
Belo Horizonte,362,5,4,4,15,not acept,not furnished
Rio de Janeiro,61,2,1,0,3,acept,not furnished
Porto Alegre,156,3,2,1,-,acept,not furnished
São Paulo,179,3,2,1,3,acept,not furnished
Rio de Janeiro,120,3,3,2,5,acept,furnished
Belo Horizonte,200,4,2,2,-,acept,furnished
São Paulo,185,3,3,3,20,acept,not furnished
São Paulo,120,2,2,0,1,acept,not furnished
São Paulo,50,2,1,1,13,acept,not furnished
Belo Horizonte,400,3,3,2,-,acept,not furnished
São Paulo,240,3,4,2,-,acept,not furnished
São Paulo,60,2,1,1,13,acept,furnished
São Paulo,100,2,1,3,-,not acept,not furnished
São Paulo,250,4,4,3,-,not acept,not furnished
Porto Alegre,100,4,2,1,2,acept,not furnished
Rio de Janeiro,72,1,2,1,6,acept,not furnished
Rio de Janeiro,70,2,1,0,2,acept,furnished
São Paulo,16,1,1,0,2,acept,not furnished
São Paulo,98,3,2,2,10,acept,not furnished
São Paulo,170,3,3,1,6,acept,not furnished
São Paulo,45,2,1,0,-,not acept,not furnished
São Paulo,90,2,2,1,7,acept,furnished
São Paulo,30,1,1,1,11,acept,furnished
São Paulo,140,3,3,2,3,acept,not furnished
São Paulo,90,2,2,2,2,acept,not furnished
Belo Horizonte,62,2,2,0,1,acept,not furnished
Rio de Janeiro,80,2,2,0,6,acept,not furnished
São Paulo,40,1,1,0,-,not acept,not furnished
Rio de Janeiro,65,1,1,0,-,acept,not furnished
São Paulo,300,3,2,1,-,acept,not furnished
São Paulo,340,4,4,3,-,acept,not furnished
São Paulo,72,2,2,1,6,acept,not furnished
São Paulo,250,4,3,3,-,not acept,not furnished
Rio de Janeiro,100,2,2,3,12,not acept,not furnished
São Paulo,45,1,1,1,1,not acept,furnished
Porto Alegre,98,3,1,0,1,not acept,not furnished
Belo Horizonte,164,3,2,2,-,acept,not furnished
São Paulo,250,3,3,4,-,acept,furnished
Rio de Janeiro,28,1,1,0,3,acept,furnished
Rio de Janeiro,60,2,1,0,11,not acept,furnished
São Paulo,105,3,3,2,4,not acept,not furnished
São Paulo,220,2,4,3,26,not acept,not furnished
Rio de Janeiro,250,5,3,1,-,acept,not furnished
São Paulo,171,3,3,1,13,acept,not furnished
Rio de Janeiro,156,4,3,2,4,acept,not furnished
São Paulo,150,3,5,3,-,acept,furnished
Belo Horizonte,75,3,2,1,3,acept,not furnished
São Paulo,254,3,5,4,18,acept,not furnished
São Paulo,68,1,2,1,6,acept,furnished
São Paulo,55,2,1,0,5,not acept,not furnished
Porto Alegre,40,1,1,0,10,acept,not furnished
São Paulo,230,2,3,1,1,acept,furnished
Porto Alegre,70,2,2,0,3,not acept,furnished
São Paulo,170,4,5,2,-,acept,not furnished
Porto Alegre,40,1,1,1,1,acept,not furnished
São Paulo,45,1,1,1,1,not acept,furnished
São Paulo,270,3,4,3,4,acept,furnished
Campinas,54,2,1,1,10,acept,not furnished
Campinas,291,4,3,2,-,acept,not furnished
Belo Horizonte,86,2,1,1,1,acept,not furnished
São Paulo,77,2,1,1,5,acept,not furnished
São Paulo,86,3,2,2,10,acept,furnished
Campinas,200,3,4,2,4,not acept,not furnished
São Paulo,90,2,2,2,16,not acept,furnished
São Paulo,64,2,2,2,12,acept,not furnished
Porto Alegre,54,2,1,2,2,acept,not furnished
Porto Alegre,387,7,5,3,-,acept,furnished
São Paulo,100,2,3,2,20,not acept,furnished
São Paulo,50,2,2,1,9,acept,not furnished
Belo Horizonte,520,3,3,4,20,not acept,not furnished
São Paulo,23,1,1,0,25,acept,not furnished
Rio de Janeiro,60,1,1,0,3,acept,not furnished
São Paulo,96,2,1,1,4,not acept,not furnished
São Paulo,140,3,1,0,-,acept,not furnished
Rio de Janeiro,103,3,2,0,4,acept,not furnished
São Paulo,148,4,4,4,10,acept,furnished
São Paulo,172,4,3,1,-,acept,not furnished
São Paulo,93,2,3,2,5,acept,not furnished
São Paulo,72,2,2,1,4,acept,not furnished
Campinas,68,2,1,1,1,acept,not furnished
São Paulo,350,4,3,4,-,acept,not furnished
Rio de Janeiro,70,2,2,1,1,acept,furnished
São Paulo,400,5,4,3,-,acept,not furnished
Porto Alegre,38,1,1,0,1,acept,not furnished
São Paulo,107,2,2,1,12,not acept,not furnished
São Paulo,38,1,1,0,1,not acept,not furnished
São Paulo,111,3,2,0,7,acept,not furnished
São Paulo,140,4,3,2,10,acept,not furnished
São Paulo,35,1,1,0,-,acept,not furnished
São Paulo,178,3,3,4,12,not acept,furnished
São Paulo,200,2,2,1,10,acept,furnished
São Paulo,33,1,1,0,1,not acept,not furnished
Belo Horizonte,90,3,2,1,2,not acept,not furnished
Rio de Janeiro,65,2,1,0,1,not acept,not furnished
São Paulo,320,3,3,8,-,acept,not furnished
Porto Alegre,68,2,1,0,2,acept,not furnished
Porto Alegre,180,6,2,3,1,acept,not furnished
São Paulo,50,2,1,1,-,not acept,not furnished
São Paulo,137,3,2,1,6,acept,not furnished
São Paulo,165,3,2,2,8,acept,furnished
São Paulo,180,2,2,1,15,acept,not furnished
São Paulo,220,4,4,3,12,acept,not furnished
Belo Horizonte,85,2,2,1,1,acept,not furnished
Rio de Janeiro,37,1,1,0,8,not acept,furnished
Porto Alegre,64,2,3,2,2,acept,not furnished
Rio de Janeiro,97,2,2,1,7,acept,not furnished
Belo Horizonte,90,3,2,1,1,acept,not furnished
Rio de Janeiro,130,3,2,1,9,acept,not furnished
Campinas,128,4,2,1,7,not acept,not furnished
São Paulo,58,2,2,1,12,not acept,furnished
Belo Horizonte,76,2,1,1,2,not acept,not furnished
São Paulo,220,2,4,2,-,acept,furnished
São Paulo,40,1,1,0,-,not acept,not furnished
São Paulo,235,3,4,3,2,acept,not furnished
Belo Horizonte,45,1,1,0,9,acept,not furnished
São Paulo,47,2,1,1,4,not acept,not furnished
Belo Horizonte,471,5,6,3,-,acept,not furnished
Campinas,50,1,1,0,4,acept,not furnished
Belo Horizonte,344,3,4,4,16,not acept,not furnished
São Paulo,38,1,1,1,12,not acept,furnished
Porto Alegre,42,2,1,0,-,acept,not furnished
Belo Horizonte,60,1,1,1,9,acept,not furnished
São Paulo,500,4,6,4,-,acept,not furnished
São Paulo,49,2,1,1,5,acept,not furnished
Belo Horizonte,48,2,1,1,3,acept,not furnished
São Paulo,45,2,1,0,-,not acept,not furnished
Porto Alegre,72,2,2,1,2,acept,not furnished
Belo Horizonte,400,3,2,1,-,acept,not furnished
São Paulo,28,1,1,0,1,not acept,furnished
Rio de Janeiro,189,3,2,2,9,acept,not furnished
São Paulo,160,3,2,0,12,acept,not furnished
Rio de Janeiro,330,4,4,2,21,acept,not furnished
São Paulo,200,3,5,4,6,acept,not furnished
São Paulo,375,4,5,5,1,acept,not furnished
São Paulo,68,2,2,1,7,acept,furnished
São Paulo,70,2,1,1,8,acept,not furnished
Rio de Janeiro,110,3,2,0,10,not acept,furnished
São Paulo,103,3,3,2,7,not acept,not furnished
Rio de Janeiro,26,1,1,0,2,not acept,not furnished
Belo Horizonte,88,3,2,2,2,not acept,not furnished
São Paulo,165,3,4,3,7,acept,not furnished
São Paulo,80,2,2,0,-,not acept,not furnished
Porto Alegre,90,3,2,2,9,acept,not furnished
São Paulo,380,4,1,2,-,not acept,not furnished
São Paulo,174,3,4,2,2,acept,not furnished
São Paulo,128,4,5,1,-,acept,not furnished
São Paulo,160,3,4,4,2,acept,not furnished
Rio de Janeiro,168,3,2,0,1,acept,not furnished
Campinas,100,3,2,2,1,acept,furnished
Rio de Janeiro,69,2,1,1,9,acept,furnished
Belo Horizonte,300,3,3,0,-,acept,furnished
Belo Horizonte,163,4,4,0,14,acept,not furnished
São Paulo,86,3,1,1,5,acept,furnished
São Paulo,236,4,3,3,13,acept,not furnished
Rio de Janeiro,112,3,2,0,7,acept,not furnished
São Paulo,600,5,5,6,-,acept,not furnished
Campinas,256,4,5,4,8,acept,not furnished
São Paulo,220,3,4,2,-,not acept,not furnished
São Paulo,257,4,4,4,14,not acept,not furnished
Belo Horizonte,75,3,1,1,4,acept,not furnished
Rio de Janeiro,400,3,1,1,-,acept,furnished
São Paulo,560,4,6,5,-,acept,not furnished
São Paulo,220,4,4,5,3,not acept,furnished
Rio de Janeiro,70,1,1,1,4,acept,not furnished
Belo Horizonte,19,1,1,0,1,not acept,not furnished
São Paulo,35,1,1,0,-,acept,not furnished
São Paulo,70,1,1,1,4,acept,not furnished
São Paulo,40,1,1,0,12,not acept,furnished
Porto Alegre,37,1,1,0,2,acept,not furnished
São Paulo,180,2,2,1,12,acept,not furnished
Rio de Janeiro,60,1,1,0,2,not acept,not furnished
Rio de Janeiro,90,3,2,1,9,acept,not furnished
São Paulo,208,4,2,4,-,acept,not furnished
Rio de Janeiro,160,3,2,1,11,acept,not furnished
Belo Horizonte,180,4,2,1,3,acept,furnished
Porto Alegre,150,4,3,0,-,acept,not furnished
Campinas,75,2,1,1,-,acept,not furnished
Rio de Janeiro,90,2,2,1,4,acept,not furnished
São Paulo,170,4,2,2,-,acept,not furnished
São Paulo,193,2,4,4,7,acept,not furnished
São Paulo,40,1,1,0,22,acept,furnished
São Paulo,45,1,1,1,5,acept,furnished
São Paulo,116,3,4,2,4,acept,not furnished
São Paulo,67,2,2,1,1,acept,furnished
São Paulo,40,1,1,0,8,not acept,furnished
São Paulo,140,2,3,1,-,acept,not furnished
Campinas,52,2,1,1,7,acept,not furnished
São Paulo,350,3,4,6,-,acept,not furnished
São Paulo,420,3,4,4,-,not acept,not furnished
Porto Alegre,204,4,4,2,-,acept,not furnished
São Paulo,110,2,2,1,-,acept,not furnished
São Paulo,645,5,8,8,-,acept,not furnished
São Paulo,260,4,5,5,3,acept,not furnished
São Paulo,160,2,1,0,12,not acept,not furnished
São Paulo,50,2,1,0,-,acept,not furnished
Rio de Janeiro,40,1,2,0,7,acept,not furnished
Rio de Janeiro,60,2,1,0,1,acept,furnished
Rio de Janeiro,30,1,1,0,12,acept,not furnished
Rio de Janeiro,75,3,2,0,8,acept,not furnished
Rio de Janeiro,78,3,3,1,2,acept,not furnished
Belo Horizonte,140,4,2,2,1,acept,not furnished
Campinas,500,3,7,5,14,acept,furnished
Porto Alegre,80,1,1,0,-,acept,not furnished
Porto Alegre,182,3,4,2,-,acept,not furnished
São Paulo,90,2,1,1,-,acept,not furnished
São Paulo,103,3,2,1,2,acept,not furnished
Porto Alegre,180,3,2,3,2,acept,furnished
Belo Horizonte,32,1,1,0,-,not acept,furnished
Campinas,52,1,1,1,6,acept,not furnished
Rio de Janeiro,75,4,1,0,2,acept,not furnished
Belo Horizonte,290,4,5,4,-,acept,not furnished
Rio de Janeiro,50,1,1,1,6,acept,furnished
São Paulo,550,5,6,4,-,acept,not furnished
São Paulo,216,4,4,4,9,acept,not furnished
São Paulo,444,4,4,5,-,acept,furnished
Porto Alegre,69,3,2,1,5,acept,not furnished
Belo Horizonte,76,2,1,2,3,not acept,furnished
São Paulo,180,3,5,3,3,acept,not furnished
São Paulo,445,3,5,4,-,acept,furnished
São Paulo,156,3,4,3,8,acept,not furnished
São Paulo,35,1,1,0,-,acept,not furnished
São Paulo,130,3,4,3,7,acept,not furnished
Porto Alegre,92,3,2,1,4,acept,furnished
São Paulo,200,3,2,4,-,acept,not furnished
São Paulo,50,2,1,1,13,acept,not furnished
Belo Horizonte,50,2,1,0,-,not acept,not furnished
São Paulo,155,3,3,2,2,acept,furnished
Belo Horizonte,1000,5,4,3,15,acept,not furnished
Rio de Janeiro,42,1,1,0,8,not acept,furnished
São Paulo,58,2,1,0,13,acept,not furnished
São Paulo,35,1,1,1,6,not acept,furnished
Belo Horizonte,27,1,1,0,1,not acept,not furnished
Belo Horizonte,16,1,1,0,1,not acept,not furnished
Belo Horizonte,94,3,2,1,1,not acept,furnished
Porto Alegre,83,3,2,1,11,acept,not furnished
Belo Horizonte,360,5,4,4,-,acept,not furnished
Belo Horizonte,360,5,2,2,1,acept,not furnished
Campinas,430,4,5,5,-,acept,not furnished
Belo Horizonte,29,1,1,0,1,acept,not furnished
Rio de Janeiro,120,3,2,0,6,acept,not furnished
São Paulo,50,1,1,1,6,acept,not furnished
Porto Alegre,60,2,1,0,-,acept,not furnished
São Paulo,45,2,2,0,-,not acept,not furnished
Rio de Janeiro,250,3,2,2,-,acept,not furnished
São Paulo,200,3,2,2,-,acept,furnished
Rio de Janeiro,70,2,1,1,9,acept,not furnished
São Paulo,48,1,1,0,-,not acept,not furnished
São Paulo,70,2,1,1,2,not acept,not furnished
São Paulo,73,2,2,1,6,acept,furnished
São Paulo,90,2,1,0,1,not acept,not furnished
Porto Alegre,45,1,1,0,1,acept,not furnished
São Paulo,80,2,2,2,-,not acept,not furnished
São Paulo,106,3,2,2,6,acept,not furnished
Belo Horizonte,45,2,1,1,3,acept,not furnished
São Paulo,315,4,4,2,14,acept,not furnished
São Paulo,287,3,5,0,16,acept,not furnished
Belo Horizonte,230,4,3,2,8,acept,not furnished
São Paulo,42,1,2,1,6,not acept,not furnished
Rio de Janeiro,152,2,2,1,3,acept,not furnished
Campinas,75,3,1,2,3,acept,not furnished
São Paulo,94,3,2,2,3,acept,not furnished
Rio de Janeiro,70,2,2,0,5,not acept,not furnished
São Paulo,59,2,1,0,15,acept,not furnished
São Paulo,380,4,3,2,12,not acept,furnished
São Paulo,217,4,4,3,1,acept,not furnished
São Paulo,110,2,1,1,2,acept,not furnished
Campinas,38,1,1,0,8,acept,not furnished
São Paulo,310,4,5,5,6,acept,furnished
São Paulo,400,3,4,2,-,acept,not furnished
Porto Alegre,55,2,1,1,4,acept,not furnished
São Paulo,320,3,5,0,10,not acept,not furnished
Campinas,75,3,2,2,13,not acept,not furnished
Belo Horizonte,235,4,5,3,6,acept,not furnished
Belo Horizonte,434,5,6,0,10,not acept,furnished
São Paulo,160,4,4,2,3,not acept,not furnished
São Paulo,108,3,2,2,5,acept,not furnished
São Paulo,280,5,5,2,1,acept,furnished
Rio de Janeiro,55,2,1,1,3,acept,not furnished
Rio de Janeiro,60,2,1,1,1,not acept,not furnished
São Paulo,226,4,4,3,4,not acept,not furnished
Belo Horizonte,58,2,1,1,2,acept,not furnished
São Paulo,178,4,3,2,5,acept,not furnished
Porto Alegre,40,1,1,0,2,acept,furnished
Campinas,205,3,2,4,-,acept,not furnished
São Paulo,112,3,2,3,3,acept,not furnished
Belo Horizonte,300,4,4,3,13,acept,furnished
São Paulo,140,3,3,2,-,acept,not furnished
Belo Horizonte,113,2,2,2,4,acept,not furnished
Belo Horizonte,96,3,2,2,1,not acept,not furnished
São Paulo,55,1,2,1,4,acept,furnished
São Paulo,180,2,3,3,7,acept,furnished
São Paulo,240,7,3,4,-,acept,not furnished
São Paulo,80,3,4,1,-,acept,not furnished
Belo Horizonte,230,5,3,2,3,acept,not furnished
Belo Horizonte,127,3,2,3,1,acept,not furnished
Belo Horizonte,156,4,4,3,7,acept,not furnished
São Paulo,65,2,1,2,21,acept,not furnished
São Paulo,88,2,2,2,8,acept,furnished
Porto Alegre,107,3,2,1,-,acept,not furnished
Rio de Janeiro,60,2,1,1,2,acept,not furnished
Porto Alegre,35,1,1,0,1,acept,not furnished
Porto Alegre,243,3,5,1,2,acept,not furnished
São Paulo,30,1,1,0,-,not acept,not furnished
Campinas,45,1,1,1,4,acept,not furnished
Rio de Janeiro,130,3,2,2,-,acept,not furnished
Porto Alegre,80,2,2,0,3,acept,furnished
São Paulo,98,2,2,1,13,acept,not furnished
São Paulo,15,1,1,0,-,not acept,furnished
Rio de Janeiro,57,2,2,1,9,acept,not furnished
Porto Alegre,180,4,2,2,3,acept,not furnished
São Paulo,200,4,4,3,5,acept,not furnished
Rio de Janeiro,70,2,2,1,-,acept,not furnished
São Paulo,350,2,1,0,-,acept,not furnished
Porto Alegre,64,2,1,0,4,not acept,furnished
Porto Alegre,40,1,1,0,-,not acept,not furnished
Belo Horizonte,73,1,1,0,4,acept,not furnished
São Paulo,200,3,3,2,8,acept,not furnished
São Paulo,36,1,1,1,4,acept,furnished
Campinas,63,2,1,0,-,acept,not furnished
São Paulo,85,2,1,1,6,acept,not furnished
São Paulo,198,5,5,2,1,acept,not furnished
Campinas,70,3,1,1,1,acept,not furnished
Belo Horizonte,60,2,1,1,12,not acept,not furnished
Belo Horizonte,90,4,3,1,2,acept,not furnished
Porto Alegre,98,2,1,0,9,acept,not furnished
São Paulo,103,3,2,2,6,acept,not furnished
São Paulo,160,2,3,0,-,acept,not furnished
Rio de Janeiro,100,3,2,1,8,acept,furnished
São Paulo,50,2,1,1,17,acept,not furnished
São Paulo,55,2,1,1,4,acept,not furnished
São Paulo,80,2,2,0,9,not acept,not furnished
São Paulo,50,1,1,0,-,acept,not furnished
Rio de Janeiro,25,1,1,0,3,not acept,not furnished
São Paulo,120,2,2,2,-,acept,not furnished
São Paulo,127,3,3,2,1,acept,not furnished
São Paulo,98,3,2,1,9,acept,not furnished
São Paulo,65,1,1,0,1,not acept,furnished
Rio de Janeiro,86,2,2,2,2,acept,not furnished
Porto Alegre,200,4,3,0,-,not acept,not furnished
São Paulo,360,4,5,5,20,acept,not furnished
São Paulo,65,2,1,1,2,acept,not furnished
