Cidade,Área,Quartos,Banheiros,Garagem,Andar,Animal,Mobília,Aluguel
Campinas,76,2,2,2,9,acept,furnished,3965
Rio de Janeiro,60,1,1,0,5,acept,not furnished,1360
São Paulo,380,4,5,4,-,acept,furnished,11470
Porto Alegre,350,3,3,3,-,acept,not furnished,15930
São Paulo,250,5,2,6,-,acept,not furnished,10550
São Paulo,50,1,1,0,-,not acept,not furnished,1218
Porto Alegre,65,2,1,0,1,acept,not furnished,1425
Porto Alegre,143,3,2,3,9,acept,furnished,8736
Rio de Janeiro,30,1,1,0,8,not acept,not furnished,1577
São Paulo,87,3,2,1,4,acept,not furnished,4930
Rio de Janeiro,150,4,3,3,5,acept,not furnished,9731
Belo Horizonte,70,2,1,2,1,not acept,not furnished,1393
Belo Horizonte,260,4,3,2,-,acept,furnished,10470
São Paulo,125,3,2,2,-,acept,not furnished,1731
São Paulo,155,4,3,2,16,acept,not furnished,5054
Rio de Janeiro,140,3,3,2,4,acept,furnished,14970
São Paulo,180,3,3,4,27,acept,not furnished,9242
São Paulo,215,4,4,2,10,not acept,not furnished,8861
São Paulo,69,2,1,1,3,acept,not furnished,2110
Belo Horizonte,270,4,3,2,3,acept,not furnished,6305
São Paulo,213,4,4,3,17,acept,not furnished,10340
São Paulo,80,2,1,2,-,acept,not furnished,1593
Rio de Janeiro,85,2,1,0,1,acept,not furnished,2240
São Paulo,87,2,2,1,4,acept,not furnished,7896
São Paulo,110,2,1,1,-,acept,not furnished,1686
São Paulo,250,3,4,0,6,acept,not furnished,9898
Rio de Janeiro,41,1,1,0,9,acept,not furnished,2607
São Paulo,270,3,4,2,11,acept,not furnished,19450
Rio de Janeiro,30,1,1,0,8,acept,not furnished,1226
São Paulo,65,2,1,0,-,acept,not furnished,1995
Porto Alegre,37,1,1,0,4,acept,not furnished,2029
São Paulo,70,2,2,1,1,acept,not furnished,1431
Belo Horizonte,350,5,2,7,-,acept,furnished,9750
São Paulo,42,1,1,1,17,not acept,furnished,3427
Rio de Janeiro,37,1,1,0,10,not acept,furnished,6361
São Paulo,120,3,2,1,1,not acept,not furnished,3562
Campinas,45,1,1,0,-,not acept,not furnished,736
Rio de Janeiro,150,2,1,0,2,acept,not furnished,2150
São Paulo,140,3,2,2,-,acept,not furnished,2685
Campinas,72,2,1,2,16,acept,not furnished,2035
Porto Alegre,72,2,2,1,2,acept,not furnished,1714
São Paulo,129,3,4,2,8,acept,not furnished,5439
Belo Horizonte,30,1,1,0,3,not acept,not furnished,1520
Belo Horizonte,95,2,2,1,3,acept,not furnished,2446
Belo Horizonte,65,3,1,1,2,acept,furnished,1290
Rio de Janeiro,180,3,2,2,10,not acept,not furnished,9191
Rio de Janeiro,100,3,1,0,12,acept,not furnished,5027
Belo Horizonte,372,3,4,3,-,acept,not furnished,5934
Belo Horizonte,200,4,1,2,4,acept,not furnished,3088
São Paulo,76,2,2,1,8,not acept,not furnished,2479
Rio de Janeiro,50,1,1,0,9,acept,furnished,4630
São Paulo,190,4,4,3,11,acept,furnished,8768
São Paulo,79,3,2,2,11,acept,not furnished,4147
Rio de Janeiro,106,2,2,1,2,acept,not furnished,5925
São Paulo,180,3,3,2,16,acept,not furnished,13470
São Paulo,70,3,2,1,1,acept,furnished,2626
Porto Alegre,84,3,2,1,8,acept,not furnished,2810
Belo Horizonte,50,3,1,1,4,acept,not furnished,1477
Rio de Janeiro,80,2,2,2,3,not acept,not furnished,12430
São Paulo,200,3,2,2,19,acept,not furnished,13820
Rio de Janeiro,214,3,3,3,4,acept,not furnished,18810
São Paulo,35,1,1,0,1,not acept,not furnished,1246
São Paulo,140,3,3,2,3,acept,not furnished,7377
São Paulo,130,2,2,2,3,acept,not furnished,8665
Rio de Janeiro,30,1,1,0,1,not acept,not furnished,2596
São Paulo,139,4,4,8,-,acept,not furnished,3818
Belo Horizonte,312,4,5,4,9,acept,not furnished,10060
Belo Horizonte,362,5,4,4,15,not acept,not furnished,10910
Campinas,80,2,1,1,3,acept,not furnished,1431
Porto Alegre,23,1,1,1,5,not acept,not furnished,1321
Campinas,50,2,1,1,1,acept,not furnished,1169
São Paulo,49,2,1,1,15,acept,not furnished,1821
Belo Horizonte,325,5,4,7,-,acept,furnished,9463
Belo Horizonte,1000,5,4,3,15,acept,not furnished,8983
Rio de Janeiro,65,1,1,0,-,acept,not furnished,2154
Campinas,74,3,2,1,7,acept,not furnished,2521
Rio de Janeiro,230,3,3,0,9,acept,not furnished,9910
São Paulo,161,1,2,2,10,not acept,not furnished,9305
São Paulo,40,1,1,0,-,not acept,not furnished,660
São Paulo,50,2,1,2,1,not acept,not furnished,2817
São Paulo,100,2,1,0,7,not acept,not furnished,2481
Rio de Janeiro,90,3,2,0,1,not acept,not furnished,2031
Rio de Janeiro,65,2,2,0,2,not acept,not furnished,1956
Rio de Janeiro,77,2,1,0,5,acept,not furnished,1980
Rio de Janeiro,35,1,1,0,3,acept,not furnished,1131
Rio de Janeiro,120,3,2,1,8,acept,furnished,6077
Campinas,115,3,3,1,5,acept,not furnished,2990
São Paulo,225,3,2,2,-,acept,not furnished,2544
Belo Horizonte,75,3,1,1,4,acept,not furnished,1866
São Paulo,136,3,3,3,13,acept,not furnished,6054
Rio de Janeiro,150,3,3,0,6,not acept,not furnished,6508
São Paulo,144,2,4,6,-,acept,not furnished,2455
Rio de Janeiro,65,2,1,0,1,not acept,not furnished,2248
Porto Alegre,46,1,1,0,2,acept,not furnished,1142
São Paulo,77,3,1,1,7,acept,not furnished,4472
Porto Alegre,90,3,1,1,3,acept,not furnished,1923
Rio de Janeiro,80,2,2,0,6,acept,not furnished,3183
Porto Alegre,53,1,1,0,2,acept,not furnished,805
São Paulo,33,1,1,0,14,acept,not furnished,4550
Campinas,190,2,2,0,8,not acept,not furnished,2617
Porto Alegre,240,3,3,7,-,acept,furnished,3810
São Paulo,75,1,1,2,8,acept,furnished,8388
Rio de Janeiro,27,1,1,0,5,not acept,furnished,3700
São Paulo,127,2,3,3,3,acept,not furnished,6142
Rio de Janeiro,124,3,2,2,8,not acept,furnished,6970
São Paulo,70,2,1,1,1,acept,not furnished,2050
Belo Horizonte,327,4,4,2,-,acept,not furnished,9507
São Paulo,64,2,1,1,24,not acept,not furnished,2517
Belo Horizonte,55,3,1,1,3,not acept,not furnished,1052
Campinas,62,2,1,0,-,not acept,not furnished,1288
São Paulo,250,4,3,2,-,not acept,not furnished,10150
São Paulo,120,3,2,2,5,not acept,not furnished,6556
Belo Horizonte,400,4,4,4,-,acept,not furnished,5301
Rio de Janeiro,94,3,3,2,4,acept,not furnished,7498
São Paulo,220,4,3,3,20,acept,furnished,8742
Rio de Janeiro,180,4,5,3,4,acept,not furnished,12050
São Paulo,165,3,2,3,16,acept,not furnished,5993
São Paulo,138,3,2,3,-,acept,not furnished,5510
São Paulo,110,3,3,1,10,acept,furnished,6178
Porto Alegre,50,1,1,0,8,acept,not furnished,1137
Porto Alegre,55,2,1,1,-,acept,furnished,1358
São Paulo,310,5,6,5,5,acept,not furnished,18860
São Paulo,500,4,7,3,-,acept,not furnished,17730
São Paulo,60,1,2,0,-,not acept,not furnished,1648
Rio de Janeiro,30,1,1,0,2,not acept,not furnished,1505
São Paulo,150,4,3,0,2,acept,not furnished,3162
São Paulo,48,1,1,0,-,acept,not furnished,1114
São Paulo,130,3,2,3,-,acept,furnished,7729
São Paulo,100,3,2,2,11,acept,furnished,9603
São Paulo,40,1,1,0,-,not acept,not furnished,809
Rio de Janeiro,373,3,2,2,5,acept,furnished,11940
São Paulo,45,1,1,1,2,not acept,furnished,4224
Campinas,76,2,2,2,9,acept,furnished,4015
São Paulo,190,3,4,3,1,acept,not furnished,8195
Campinas,600,5,5,4,-,acept,not furnished,9292
Porto Alegre,150,3,3,2,10,acept,furnished,10580
São Paulo,230,3,6,5,18,acept,furnished,14890
Campinas,47,1,1,1,9,acept,not furnished,1121
São Paulo,18,1,1,0,1,not acept,not furnished,1276
Campinas,500,3,7,5,14,acept,furnished,10840
São Paulo,73,2,2,1,11,acept,not furnished,2116
Campinas,48,1,1,0,9,acept,not furnished,1030
Belo Horizonte,247,4,2,1,-,acept,not furnished,2907
Porto Alegre,106,3,3,1,7,acept,not furnished,3369
Porto Alegre,28,1,1,0,1,acept,not furnished,1327
Campinas,210,3,3,3,7,acept,not furnished,4689
Rio de Janeiro,38,1,1,0,4,not acept,furnished,3310
Rio de Janeiro,55,2,1,1,9,not acept,not furnished,2359
Rio de Janeiro,44,1,1,0,5,acept,not furnished,1930
São Paulo,400,3,3,6,-,acept,not furnished,16350
Belo Horizonte,100,3,2,2,11,acept,not furnished,2667
Belo Horizonte,62,2,2,0,1,acept,not furnished,1318
São Paulo,55,1,1,1,10,acept,furnished,2377
Belo Horizonte,28,1,1,1,6,not acept,furnished,1687
Rio de Janeiro,196,3,4,1,11,acept,not furnished,7571
Rio de Janeiro,130,3,2,1,2,acept,not furnished,4323
São Paulo,300,4,4,3,-,acept,furnished,5441
Belo Horizonte,233,3,3,0,13,acept,not furnished,2588
Belo Horizonte,96,3,2,1,6,acept,not furnished,2322
São Paulo,130,3,2,0,1,acept,furnished,5626
São Paulo,30,1,1,0,6,acept,furnished,2172
São Paulo,60,2,1,1,11,acept,furnished,3967
Porto Alegre,260,2,2,1,4,acept,not furnished,2225
Rio de Janeiro,50,1,1,1,5,acept,not furnished,1713
Rio de Janeiro,106,2,2,1,2,acept,not furnished,4083
São Paulo,250,3,5,3,4,acept,not furnished,10390
São Paulo,140,4,3,2,10,acept,not furnished,6183
São Paulo,335,4,6,4,2,acept,furnished,8058
São Paulo,56,2,1,1,7,acept,not furnished,1940
São Paulo,100,3,2,2,-,not acept,not furnished,1775
São Paulo,250,4,5,4,1,acept,not furnished,18020
São Paulo,310,3,3,2,16,not acept,not furnished,18760
Rio de Janeiro,33,1,1,0,8,not acept,furnished,4025
Rio de Janeiro,52,1,1,1,1,acept,not furnished,2054
São Paulo,560,5,5,6,-,acept,not furnished,17140
São Paulo,45,2,1,1,12,acept,not furnished,1970
São Paulo,90,2,2,0,3,acept,not furnished,6104
Rio de Janeiro,74,2,1,0,1,acept,not furnished,3285
Campinas,55,2,1,1,3,acept,not furnished,1327
São Paulo,207,3,4,3,3,acept,not furnished,5949
Porto Alegre,36,1,1,0,4,not acept,furnished,1673
Campinas,52,1,1,1,6,acept,not furnished,1166
Rio de Janeiro,250,4,4,0,1,acept,not furnished,7640
São Paulo,72,2,2,1,1,acept,not furnished,3102
Rio de Janeiro,50,1,1,0,8,acept,not furnished,3672
Porto Alegre,40,1,1,0,20,acept,not furnished,1059
São Paulo,80,1,1,1,-,acept,not furnished,1243
São Paulo,62,2,1,1,13,acept,not furnished,2830
Rio de Janeiro,240,3,2,1,5,acept,furnished,10460
São Paulo,69,3,1,1,1,acept,not furnished,1628
Porto Alegre,42,1,1,1,3,acept,furnished,1600
São Paulo,180,2,2,5,-,acept,not furnished,3048
São Paulo,176,3,4,3,4,acept,not furnished,8958
São Paulo,64,2,1,2,3,acept,not furnished,2393
Campinas,119,3,1,1,5,acept,not furnished,2242
São Paulo,45,1,1,1,5,acept,furnished,4627
Campinas,230,3,3,3,6,acept,not furnished,8292
São Paulo,450,4,6,4,-,acept,not furnished,12820
Belo Horizonte,300,5,3,3,-,acept,not furnished,8874
São Paulo,95,2,1,1,15,acept,not furnished,4006
Campinas,58,2,2,2,15,acept,not furnished,2728
São Paulo,249,3,3,1,9,acept,furnished,9759
São Paulo,60,2,1,1,7,acept,not furnished,2623
Belo Horizonte,44,2,1,0,4,not acept,not furnished,1052
São Paulo,73,1,1,0,2,acept,not furnished,1430
São Paulo,300,3,4,1,-,acept,not furnished,5110
Rio de Janeiro,90,3,2,2,2,acept,furnished,3633
Belo Horizonte,190,4,3,3,10,acept,furnished,6605
São Paulo,180,3,2,1,8,acept,furnished,14490
São Paulo,22,1,1,0,7,acept,not furnished,1871
Porto Alegre,70,2,1,1,2,acept,furnished,1580
São Paulo,81,3,2,1,4,acept,not furnished,1734
Rio de Janeiro,92,1,3,1,10,not acept,not furnished,4571
São Paulo,217,4,4,3,3,acept,furnished,10790
São Paulo,220,3,3,2,8,not acept,furnished,13380
Campinas,85,3,2,2,9,acept,furnished,3714
Porto Alegre,74,3,2,2,13,acept,furnished,2794
Belo Horizonte,73,1,1,0,13,not acept,not furnished,2366
Rio de Janeiro,50,1,1,0,-,acept,not furnished,1874
São Paulo,32,1,1,0,1,acept,not furnished,2416
São Paulo,510,4,6,4,9,acept,furnished,13530
São Paulo,80,1,1,0,-,acept,not furnished,1685
São Paulo,240,2,2,4,-,acept,not furnished,3915
São Paulo,70,2,1,0,-,acept,not furnished,1483
São Paulo,240,4,4,5,14,acept,not furnished,7708
São Paulo,230,2,2,3,10,acept,not furnished,6128
Campinas,140,3,3,2,8,acept,not furnished,3301
São Paulo,80,3,2,2,6,acept,not furnished,5006
São Paulo,300,3,4,3,1,acept,furnished,7051
São Paulo,173,3,4,3,2,acept,not furnished,5771
São Paulo,573,4,5,7,-,acept,furnished,16190
Belo Horizonte,60,2,1,1,8,acept,not furnished,2695
Campinas,49,2,1,1,-,acept,not furnished,1013
São Paulo,303,3,3,4,4,acept,furnished,17760
Rio de Janeiro,70,1,1,1,4,acept,not furnished,4866
Rio de Janeiro,40,1,2,0,7,acept,not furnished,2377
São Paulo,52,1,1,1,15,acept,furnished,4941
São Paulo,16,1,1,0,-,not acept,not furnished,1438
São Paulo,240,2,3,1,3,acept,furnished,8913
Campinas,65,2,1,1,7,acept,not furnished,1764
São Paulo,61,1,2,2,1,not acept,furnished,6501
Belo Horizonte,450,2,2,5,-,acept,not furnished,1608
Porto Alegre,302,4,4,3,2,acept,not furnished,11960
Belo Horizonte,110,3,2,1,2,not acept,not furnished,1969
São Paulo,50,1,1,1,10,not acept,furnished,10460
São Paulo,90,2,2,1,3,acept,not furnished,4089
São Paulo,50,2,1,1,12,acept,not furnished,2387
São Paulo,56,2,1,0,-,acept,not furnished,1610
São Paulo,33,1,1,1,19,not acept,furnished,3825
Campinas,110,3,3,2,-,acept,not furnished,3897
São Paulo,50,3,1,1,4,not acept,not furnished,3510
São Paulo,55,1,1,1,9,not acept,furnished,4481
Rio de Janeiro,102,3,2,1,4,acept,not furnished,6703
Porto Alegre,95,3,2,2,2,acept,not furnished,2958
São Paulo,110,6,5,7,-,acept,not furnished,10960
São Paulo,64,2,2,2,12,acept,not furnished,4395
Rio de Janeiro,90,2,2,1,1,acept,furnished,4484
São Paulo,139,3,2,2,1,not acept,not furnished,5845
São Paulo,60,2,2,2,11,acept,furnished,4741
São Paulo,999,5,7,4,-,not acept,not furnished,15790
Belo Horizonte,500,7,4,4,-,acept,not furnished,5758
Porto Alegre,75,2,2,2,4,acept,not furnished,2296
São Paulo,71,3,2,2,10,acept,not furnished,3262
Belo Horizonte,90,2,2,2,4,not acept,furnished,4804
São Paulo,240,3,3,0,-,acept,not furnished,4957
Belo Horizonte,211,3,3,3,11,not acept,furnished,3698
Rio de Janeiro,72,2,2,0,3,acept,not furnished,3733
Porto Alegre,62,2,1,1,6,not acept,not furnished,1854
São Paulo,280,4,4,4,6,not acept,furnished,9377
São Paulo,90,2,1,1,1,acept,not furnished,2505
Belo Horizonte,70,3,1,0,4,acept,not furnished,1398
Belo Horizonte,90,3,2,1,9,acept,not furnished,1348
São Paulo,280,3,3,4,21,acept,not furnished,8172
São Paulo,156,3,4,2,2,acept,not furnished,3826
Rio de Janeiro,70,2,2,1,2,acept,not furnished,3863
São Paulo,130,2,3,2,4,not acept,not furnished,6068
Belo Horizonte,78,1,1,1,15,not acept,not furnished,3234
São Paulo,80,2,1,1,13,not acept,not furnished,3958
São Paulo,159,2,3,1,8,not acept,furnished,4596
Rio de Janeiro,55,2,2,1,13,acept,not furnished,1878
São Paulo,220,3,4,4,12,not acept,not furnished,6095
São Paulo,300,3,4,7,-,not acept,not furnished,4956
Porto Alegre,39,1,1,0,7,acept,not furnished,1240
Campinas,50,1,1,1,2,not acept,not furnished,2352
Campinas,85,2,2,1,3,acept,not furnished,1994
Belo Horizonte,50,2,1,1,3,acept,not furnished,1373
São Paulo,400,10,9,8,-,acept,not furnished,9006
Rio de Janeiro,26,1,1,0,10,acept,not furnished,2541
São Paulo,80,2,2,1,-,acept,not furnished,1715
São Paulo,15,1,1,0,-,not acept,furnished,2532
São Paulo,20,1,1,0,-,acept,furnished,2555
São Paulo,139,3,2,0,7,acept,not furnished,9455
Porto Alegre,65,3,2,0,5,not acept,not furnished,2251
Belo Horizonte,150,3,2,2,1,acept,not furnished,2670
São Paulo,65,3,2,2,3,acept,not furnished,3285
São Paulo,217,3,5,6,-,acept,not furnished,5493
São Paulo,75,1,1,2,2,acept,not furnished,2992
São Paulo,128,3,4,2,8,not acept,furnished,7010
São Paulo,50,1,1,1,8,not acept,furnished,6160
Porto Alegre,50,2,1,1,3,acept,not furnished,1215
Belo Horizonte,160,3,3,2,3,acept,not furnished,4319
São Paulo,129,4,2,3,2,acept,furnished,7190
São Paulo,60,2,1,0,-,acept,not furnished,1191
São Paulo,110,3,3,2,-,acept,not furnished,4923
São Paulo,442,5,6,6,-,acept,not furnished,8914
Porto Alegre,80,2,2,2,21,acept,not furnished,5267
São Paulo,260,3,5,0,-,acept,not furnished,9770
São Paulo,250,3,4,2,16,acept,not furnished,9894
São Paulo,59,2,2,0,5,not acept,not furnished,2795
São Paulo,50,1,1,0,-,not acept,not furnished,1303
Rio de Janeiro,55,1,1,0,7,not acept,not furnished,3324
São Paulo,65,2,1,0,3,acept,not furnished,1818
São Paulo,60,2,1,3,-,acept,not furnished,2422
São Paulo,488,4,3,3,-,acept,not furnished,21820
São Paulo,85,2,2,1,14,acept,not furnished,4145
Porto Alegre,62,2,2,1,7,not acept,furnished,4857
São Paulo,160,3,2,2,18,acept,furnished,3622
Rio de Janeiro,38,2,2,1,10,acept,not furnished,4892
São Paulo,114,3,3,0,-,acept,not furnished,2961
Campinas,55,1,1,1,9,acept,furnished,3366
São Paulo,150,3,4,4,14,acept,not furnished,9753
São Paulo,94,2,3,0,9,acept,not furnished,3323
São Paulo,400,5,3,6,-,acept,not furnished,16040
Porto Alegre,56,2,1,1,2,acept,not furnished,1200
São Paulo,326,3,4,5,12,acept,furnished,21790
São Paulo,50,2,1,1,3,acept,not furnished,5383
São Paulo,167,3,3,3,19,acept,furnished,4878
São Paulo,460,6,6,4,-,acept,not furnished,6707
São Paulo,350,7,4,2,-,acept,not furnished,4962
São Paulo,50,1,1,1,6,acept,furnished,2895
São Paulo,40,1,1,1,1,acept,not furnished,1997
Campinas,40,1,1,1,1,acept,not furnished,2343
Porto Alegre,103,3,1,3,-,acept,furnished,2910
São Paulo,91,2,3,2,5,not acept,not furnished,12490
Belo Horizonte,58,2,2,1,4,acept,not furnished,1359
São Paulo,75,3,2,1,10,acept,not furnished,4950
São Paulo,67,1,1,1,14,acept,furnished,3625
São Paulo,120,3,2,4,8,acept,not furnished,6321
São Paulo,49,2,1,1,18,acept,furnished,2476
Rio de Janeiro,127,3,2,2,4,acept,not furnished,2682
Porto Alegre,339,3,5,4,11,acept,furnished,18040
São Paulo,500,5,5,8,1,acept,not furnished,10040
São Paulo,40,1,1,1,5,not acept,not furnished,4526
São Paulo,28,1,1,0,1,acept,furnished,2800
São Paulo,286,4,5,4,12,acept,furnished,8781
São Paulo,62,2,2,1,5,acept,not furnished,3200
Porto Alegre,63,3,2,2,11,acept,not furnished,2681
Belo Horizonte,80,3,2,2,11,acept,not furnished,2691
Rio de Janeiro,110,3,2,2,2,acept,not furnished,3928
São Paulo,250,4,4,4,4,acept,not furnished,12630
São Paulo,110,2,2,1,18,acept,not furnished,3018
Porto Alegre,120,2,2,1,3,acept,furnished,2997
São Paulo,50,1,2,0,-,not acept,not furnished,1533
Campinas,78,3,2,2,3,acept,furnished,2717
São Paulo,38,1,1,0,-,not acept,not furnished,2375
Porto Alegre,95,2,1,1,3,acept,not furnished,3210
São Paulo,80,2,1,0,1,acept,furnished,3539
Porto Alegre,50,1,1,0,7,acept,furnished,1531
São Paulo,200,1,1,3,-,acept,not furnished,1889
Rio de Janeiro,800,5,7,5,-,acept,not furnished,15560
São Paulo,120,3,2,1,18,acept,not furnished,6685
Belo Horizonte,100,3,2,1,-,acept,not furnished,15160
São Paulo,270,3,3,3,-,acept,not furnished,10160
Porto Alegre,48,2,1,1,10,acept,furnished,1524
São Paulo,80,2,1,0,-,not acept,not furnished,1522
São Paulo,162,4,5,3,16,acept,not furnished,5992
Porto Alegre,114,3,1,0,3,acept,not furnished,2010
São Paulo,40,1,1,1,3,not acept,furnished,2964
Belo Horizonte,135,4,2,2,2,acept,not furnished,5095
São Paulo,287,4,5,3,-,acept,not furnished,11110
Porto Alegre,39,1,1,1,2,acept,furnished,1157
São Paulo,40,1,1,0,-,not acept,not furnished,1026
São Paulo,50,1,1,1,17,not acept,furnished,4373
São Paulo,80,3,2,2,5,acept,not furnished,3703
São Paulo,90,3,2,2,1,acept,furnished,4020
Rio de Janeiro,200,4,3,4,10,acept,not furnished,9868
Campinas,53,1,1,1,3,acept,not furnished,1218
São Paulo,116,3,4,2,4,acept,not furnished,9722
Porto Alegre,290,5,5,3,4,not acept,not furnished,9231
São Paulo,350,4,5,5,17,acept,furnished,19990
São Paulo,54,2,2,1,8,not acept,not furnished,3213
São Paulo,400,4,4,3,-,acept,not furnished,9678
Campinas,42,1,1,0,1,acept,not furnished,711
São Paulo,69,2,1,1,3,acept,not furnished,2249
São Paulo,43,1,1,1,2,not acept,furnished,4267
Porto Alegre,77,3,2,1,2,not acept,not furnished,1583
São Paulo,100,4,4,1,-,acept,not furnished,10160
São Paulo,86,3,3,0,1,not acept,not furnished,3707
São Paulo,101,3,2,2,6,not acept,not furnished,6838
Belo Horizonte,22,1,1,1,1,not acept,furnished,1520
São Paulo,310,5,4,5,3,acept,not furnished,9605
São Paulo,100,3,2,1,5,acept,not furnished,2475
Belo Horizonte,208,3,4,3,-,acept,not furnished,6437
Belo Horizonte,71,3,2,2,4,acept,not furnished,1792
Belo Horizonte,120,3,2,2,3,not acept,not furnished,1819
Porto Alegre,38,1,1,0,6,acept,furnished,1427
Porto Alegre,100,4,2,1,2,acept,not furnished,2764
Belo Horizonte,50,1,1,1,12,not acept,furnished,2191
Rio de Janeiro,76,2,2,1,8,acept,furnished,5115
Campinas,92,3,2,3,17,acept,not furnished,4689
Rio de Janeiro,91,2,2,1,1,acept,not furnished,4798
Porto Alegre,75,2,1,0,2,acept,not furnished,1804
São Paulo,400,3,4,4,-,acept,not furnished,13850
São Paulo,525,5,4,4,-,acept,not furnished,10620
Rio de Janeiro,30,1,1,1,3,acept,not furnished,507
Belo Horizonte,33,1,1,1,3,acept,not furnished,1801
Porto Alegre,85,3,3,0,-,not acept,not furnished,3167
São Paulo,380,4,1,2,-,not acept,not furnished,4447
Belo Horizonte,113,2,2,2,4,acept,not furnished,3081
São Paulo,48,2,1,0,2,acept,not furnished,1216
São Paulo,130,2,2,1,-,acept,not furnished,5555
Rio de Janeiro,110,1,1,2,3,acept,not furnished,6835
Rio de Janeiro,60,1,1,0,4,not acept,furnished,3618
Belo Horizonte,96,3,2,2,1,not acept,not furnished,1989
Porto Alegre,44,1,1,0,5,acept,not furnished,1166
Campinas,231,3,5,4,4,acept,furnished,15000
Belo Horizonte,30,1,1,0,1,not acept,not furnished,659
São Paulo,16,1,1,0,8,not acept,not furnished,2548
Belo Horizonte,428,5,5,4,-,acept,furnished,10430
São Paulo,120,3,1,4,-,acept,not furnished,3787
São Paulo,200,3,4,3,19,acept,furnished,11780
São Paulo,95,2,1,1,8,acept,not furnished,4559
São Paulo,146,3,4,4,15,acept,not furnished,8218
Campinas,58,2,1,1,3,acept,not furnished,1263
